index,data,is_discord
136,-22.235816,N
137,-24.235816,N
138,-24.235816,N
139,-25.235816,N
140,-26.235816,N
141,-33.235816,N
142,-39.235816,N
143,-41.235816,N
144,-41.235816,N
145,-41.235816,N
146,-40.235816,N
147,-39.235816,N
148,-33.235816,N
149,-21.235816,N
150,-17.235816,N
151,-14.235816,N
152,-4.235816,N
153,15.764184,N
154,37.764184,N
155,62.764184,N
156,86.764184,N
157,108.764184,N
158,133.764184,N
159,139.764184,N
160,139.764184,N
161,139.764184,N
162,139.764184,N
163,139.764184,N
164,139.764184,N
165,139.764184,N
166,139.764184,N
167,139.764184,N
168,124.764184,N
169,97.764184,N
170,71.764184,N
171,51.764184,N
172,37.764184,N
173,27.764184,N
174,18.764184,N
175,10.764184,N
176,2.764184,N
177,-14.235816,N
178,-26.235816,N
179,-31.235816,N
180,-33.235816,N
181,-33.235816,N
182,-34.235816,N
183,-33.235816,N
184,-33.235816,N
185,-33.235816,N
186,-35.235816,N
187,-36.235816,N
188,-36.235816,N
189,-36.235816,N
190,-35.235816,N
191,-33.235816,N
192,-28.235816,N
193,-14.235816,N
194,-0.235816,N
195,2.764184,N
196,10.764184,N
197,23.764184,N
198,37.764184,N
199,59.764184,N
200,83.764184,N
201,98.764184,N
202,105.764184,N
203,107.764184,N
204,107.764184,N
205,107.764184,N
206,108.764184,N
207,105.764184,N
208,103.764184,N
209,103.764184,N
210,100.764184,N
211,88.764184,N
212,57.764184,N
213,33.764184,N
214,18.764184,N
215,6.764184,N
216,0.764184,N
217,-4.235816,N
218,-7.235816,N
219,-11.235816,N
220,-14.235816,N
221,-22.235816,N
222,-32.235816,N
223,-36.235816,N
224,-37.235816,N
225,-36.235816,N
226,-37.235816,N
227,-37.235816,N
228,-37.235816,N
229,-37.235816,N
230,-37.235816,N
231,-36.235816,N
232,-37.235816,N
233,-36.235816,N
234,-36.235816,N
235,-29.235816,N
236,-14.235816,N
237,1.764184,N
238,22.764184,N
239,33.764184,N
240,42.764184,N
241,64.764184,N
242,82.764184,N
243,98.764184,N
244,104.764184,N
245,105.764184,N
246,106.764184,N
247,105.764184,N
248,99.764184,N
249,78.764184,N
250,56.764184,N
251,39.764184,N
252,28.764184,N
253,18.764184,N
254,10.764184,N
255,2.764184,N
256,-6.235816,N
257,-13.235816,N
258,-25.235816,N
259,-32.235816,N
260,-34.235816,N
261,-35.235816,N
262,-37.235816,N
263,-36.235816,N
264,-36.235816,N
265,-37.235816,N
266,-36.235816,N
267,-39.235816,N
268,-42.235816,N
269,-44.235816,N
270,-44.235816,N
271,-44.235816,N
272,-44.235816,N
273,-43.235816,N
274,-42.235816,N
275,-41.235816,N
276,-41.235816,N
277,-40.235816,N
278,-36.235816,N
279,-18.235816,N
280,4.764184,N
281,29.764184,N
282,52.764184,N
283,77.764184,N
284,93.764184,N
285,96.764184,N
286,99.764184,N
287,100.764184,N
288,99.764184,N
289,98.764184,N
290,96.764184,N
291,92.764184,N
292,77.764184,N
293,46.764184,N
294,16.764184,N
295,-3.235816,N
296,-15.235816,N
297,-19.235816,N
298,-21.235816,N
299,-21.235816,N
300,-21.235816,N
301,-23.235816,N
302,-30.235816,N
303,-38.235816,N
304,-41.235816,N
305,-43.235816,N
306,-43.235816,N
307,-42.235816,N
308,-42.235816,N
309,-42.235816,N
310,-40.235816,N
311,-41.235816,N
312,-42.235816,N
313,-42.235816,N
314,-41.235816,N
315,-30.235816,N
316,-9.235816,N
317,9.764184,N
318,29.764184,N
319,40.764184,N
320,50.764184,N
321,66.764184,N
322,83.764184,N
323,99.764184,N
324,110.764184,N
325,125.764184,N
326,132.764184,N
327,131.764184,N
328,131.764184,N
329,128.764184,N
330,109.764184,N
331,79.764184,N
332,59.764184,N
333,42.764184,N
334,27.764184,N
335,13.764184,N
336,2.764184,N
337,-13.235816,N
338,-27.235816,N
339,-31.235816,N
340,-35.235816,N
341,-36.235816,N
342,-37.235816,N
343,-35.235816,N
344,-36.235816,N
345,-37.235816,N
346,-37.235816,N
347,-37.235816,N
348,-37.235816,N
349,-37.235816,N
350,-37.235816,N
351,-28.235816,N
352,-10.235816,N
353,7.764184,N
354,27.764184,N
355,37.764184,N
356,43.764184,N
357,59.764184,N
358,72.764184,N
359,87.764184,N
360,95.764184,N
361,97.764184,N
362,97.764184,N
363,96.764184,N
364,91.764184,N
365,69.764184,N
366,50.764184,N
367,35.764184,N
368,25.764184,N
369,17.764184,N
370,12.764184,N
371,6.764184,N
372,2.764184,N
373,-6.235816,N
374,-21.235816,N
375,-29.235816,N
376,-32.235816,N
377,-34.235816,N
378,-36.235816,N
379,-36.235816,N
380,-34.235816,N
381,-34.235816,N
382,-36.235816,N
383,-37.235816,N
384,-39.235816,N
385,-41.235816,N
386,-40.235816,N
387,-39.235816,N
388,-38.235816,N
389,-37.235816,N
390,-34.235816,N
391,-20.235816,N
392,-13.235816,N
393,-7.235816,N
394,5.764184,N
395,20.764184,N
396,39.764184,N
397,62.764184,N
398,85.764184,N
399,93.764184,N
400,95.764184,N
401,94.764184,N
402,91.764184,N
403,80.764184,N
404,63.764184,N
405,52.764184,N
406,41.764184,N
407,29.764184,N
408,19.764184,N
409,9.764184,N
410,-11.235816,N
411,-22.235816,N
412,-26.235816,N
413,-29.235816,N
414,-29.235816,N
415,-29.235816,N
416,-29.235816,N
417,-29.235816,N
418,-29.235816,N
419,-34.235816,N
420,-38.235816,N
421,-40.235816,N
422,-41.235816,N
423,-40.235816,N
424,-40.235816,N
425,-40.235816,N
426,-39.235816,N
427,-39.235816,N
428,-40.235816,N
429,-39.235816,N
430,-38.235816,N
431,-29.235816,N
432,-11.235816,N
433,8.764184,N
434,25.764184,N
435,40.764184,N
436,49.764184,N
437,52.764184,N
438,53.764184,N
439,53.764184,N
440,53.764184,N
441,53.764184,N
442,53.764184,N
443,53.764184,N
444,50.764184,N
445,32.764184,N
446,9.764184,N
447,-2.235816,N
448,-10.235816,N
449,-13.235816,N
450,-13.235816,N
451,-13.235816,N
452,-13.235816,N
453,-14.235816,N
454,-19.235816,N
455,-29.235816,N
456,-33.235816,N
457,-36.235816,N
458,-37.235816,N
459,-37.235816,N
460,-36.235816,N
461,-36.235816,N
462,-37.235816,N
463,-36.235816,N
464,-37.235816,N
465,-37.235816,N
466,-37.235816,N
467,-37.235816,N
468,-36.235816,N
469,-34.235816,N
470,-27.235816,N
471,-14.235816,N
472,-6.235816,N
473,-3.235816,N
474,3.764184,N
475,14.764184,N
476,29.764184,N
477,49.764184,N
478,63.764184,N
479,68.764184,N
480,68.764184,N
481,68.764184,N
482,63.764184,N
483,50.764184,N
484,33.764184,N
485,22.764184,N
486,15.764184,N
487,9.764184,N
488,2.764184,N
489,-3.235816,N
490,-14.235816,N
491,-28.235816,N
492,-35.235816,N
493,-37.235816,N
494,-38.235816,N
495,-38.235816,N
496,-37.235816,N
497,-38.235816,N
498,-39.235816,N
499,-39.235816,N
500,-41.235816,N
501,-40.235816,N
502,-43.235816,N
503,-43.235816,N
504,-41.235816,N
505,-41.235816,N
506,-41.235816,N
507,-41.235816,N
508,-38.235816,N
509,-37.235816,N
510,-32.235816,N
511,-18.235816,N
512,-1.235816,N
513,16.764184,N
514,36.764184,N
515,52.764184,N
516,63.764184,N
517,64.764184,N
518,65.764184,N
519,59.764184,N
520,48.764184,N
521,39.764184,N
522,34.764184,N
523,29.764184,N
524,20.764184,N
525,14.764184,N
526,-3.235816,N
527,-19.235816,N
528,-24.235816,N
529,-26.235816,N
530,-25.235816,N
531,-25.235816,N
532,-25.235816,N
533,-26.235816,N
534,-25.235816,N
535,-27.235816,N
536,-33.235816,N
537,-38.235816,N
538,-40.235816,N
539,-40.235816,N
540,-40.235816,N
541,-40.235816,N
542,-39.235816,N
543,-38.235816,N
544,-37.235816,N
545,-37.235816,N
546,-34.235816,N
547,-24.235816,N
548,-8.235816,N
549,9.764184,N
550,28.764184,N
551,46.764184,N
552,63.764184,N
553,69.764184,N
554,68.764184,N
555,69.764184,N
556,66.764184,N
557,62.764184,N
558,55.764184,N
559,47.764184,N
560,36.764184,N
561,28.764184,N
562,9.764184,N
563,-11.235816,N
564,-19.235816,N
565,-25.235816,N
566,-25.235816,N
567,-25.235816,N
568,-25.235816,N
569,-25.235816,N
570,-25.235816,N
571,-28.235816,N
572,-35.235816,N
573,-38.235816,N
574,-40.235816,N
575,-40.235816,N
576,-40.235816,N
577,-39.235816,N
578,-39.235816,N
579,-38.235816,N
580,-39.235816,N
581,-39.235816,N
582,-38.235816,N
583,-36.235816,N
584,-25.235816,N
585,-4.235816,N
586,16.764184,N
587,36.764184,N
588,57.764184,N
589,65.764184,N
590,68.764184,N
591,76.764184,N
592,80.764184,N
593,80.764184,N
594,81.764184,N
595,81.764184,N
596,80.764184,N
597,70.764184,N
598,44.764184,N
599,24.764184,N
600,12.764184,N
601,4.764184,N
602,1.764184,N
603,-0.235816,N
604,-4.235816,N
605,-5.235816,N
606,-10.235816,N
607,-21.235816,N
608,-27.235816,N
609,-30.235816,N
610,-31.235816,N
611,-32.235816,N
612,-31.235816,N
613,-31.235816,N
614,-32.235816,N
615,-31.235816,N
616,-32.235816,N
617,-33.235816,N
618,-33.235816,N
619,-33.235816,N
620,-32.235816,N
621,-26.235816,N
622,-15.235816,N
623,-1.235816,N
624,16.764184,N
625,22.764184,N
626,27.764184,N
627,38.764184,N
628,55.764184,N
629,72.764184,N
630,79.764184,N
631,81.764184,N
632,80.764184,N
633,80.764184,N
634,66.764184,N
635,46.764184,N
636,32.764184,N
637,23.764184,N
638,18.764184,N
639,15.764184,N
640,12.764184,N
641,6.764184,N
642,2.764184,N
643,-10.235816,N
644,-22.235816,N
645,-27.235816,N
646,-29.235816,N
647,-28.235816,N
648,-29.235816,N
649,-29.235816,N
650,-29.235816,N
651,-29.235816,N
652,-29.235816,N
653,-30.235816,N
654,-30.235816,N
655,-29.235816,N
656,-29.235816,N
657,-24.235816,N
658,-12.235816,N
659,1.764184,N
660,17.764184,N
661,24.764184,N
662,28.764184,N
663,36.764184,N
664,48.764184,N
665,62.764184,N
666,66.764184,N
667,68.764184,N
668,68.764184,N
669,67.764184,N
670,55.764184,N
671,34.764184,N
672,20.764184,N
673,10.764184,N
674,6.764184,N
675,5.764184,N
676,3.764184,N
677,-0.235816,N
678,-3.235816,N
679,-12.235816,N
680,-24.235816,N
681,-28.235816,N
682,-31.235816,N
683,-33.235816,N
684,-32.235816,N
685,-32.235816,N
686,-32.235816,N
687,-33.235816,N
688,-32.235816,N
689,-34.235816,N
690,-37.235816,N
691,-37.235816,N
692,-37.235816,N
693,-37.235816,N
694,-36.235816,N
695,-35.235816,N
696,-32.235816,N
697,-26.235816,N
698,-23.235816,N
699,-18.235816,N
700,-8.235816,N
701,6.764184,N
702,25.764184,N
703,48.764184,N
704,68.764184,N
705,82.764184,N
706,92.764184,N
707,92.764184,N
708,91.764184,N
709,86.764184,N
710,75.764184,N
711,64.764184,N
712,55.764184,N
713,42.764184,N
714,32.764184,N
715,15.764184,N
716,-7.235816,N
717,-17.235816,N
718,-22.235816,N
719,-25.235816,N
720,-25.235816,N
721,-25.235816,N
722,-24.235816,N
723,-25.235816,N
724,-25.235816,N
725,-30.235816,N
726,-33.235816,N
727,-35.235816,N
728,-37.235816,N
729,-37.235816,N
730,-36.235816,N
731,-35.235816,N
732,-35.235816,N
733,-34.235816,N
734,-34.235816,N
735,-33.235816,N
736,-29.235816,N
737,-16.235816,N
738,3.764184,N
739,24.764184,N
740,46.764184,N
741,69.764184,N
742,84.764184,N
743,88.764184,N
744,88.764184,N
745,88.764184,N
746,88.764184,N
747,88.764184,N
748,87.764184,N
749,79.764184,N
750,67.764184,N
751,47.764184,N
752,20.764184,N
753,4.764184,N
754,-8.235816,N
755,-13.235816,N
756,-13.235816,N
757,-14.235816,N
758,-15.235816,N
759,-17.235816,N
760,-18.235816,N
761,-27.235816,N
762,-33.235816,N
763,-36.235816,N
764,-37.235816,N
765,-36.235816,N
766,-35.235816,N
767,-33.235816,N
768,-33.235816,N
769,-33.235816,N
770,-33.235816,N
771,-29.235816,N
772,-22.235816,N
773,-7.235816,N
774,13.764184,N
775,35.764184,N
776,58.764184,N
777,78.764184,N
778,89.764184,N
779,92.764184,N
780,92.764184,N
781,92.764184,N
782,92.764184,N
783,90.764184,N
784,88.764184,N
785,81.764184,N
786,69.764184,N
787,52.764184,N
788,25.764184,N
789,9.764184,N
790,-2.235816,N
791,-8.235816,N
792,-9.235816,N
793,-9.235816,N
794,-9.235816,N
795,-11.235816,N
796,-12.235816,N
797,-18.235816,N
798,-26.235816,N
799,-29.235816,N
800,-30.235816,N
801,-30.235816,N
802,-30.235816,N
803,-31.235816,N
804,-30.235816,N
805,-31.235816,N
806,-32.235816,N
807,-33.235816,N
808,-33.235816,N
809,-33.235816,N
810,-33.235816,N
811,-33.235816,N
812,-33.235816,N
813,-29.235816,N
814,-20.235816,N
815,-7.235816,N
816,-0.235816,N
817,1.764184,N
818,4.764184,N
819,13.764184,N
820,31.764184,N
821,49.764184,N
822,68.764184,N
823,78.764184,N
824,80.764184,N
825,80.764184,N
826,77.764184,N
827,68.764184,N
828,55.764184,N
829,47.764184,N
830,41.764184,N
831,38.764184,N
832,35.764184,N
833,31.764184,N
834,21.764184,N
835,1.764184,N
836,-9.235816,N
837,-13.235816,N
838,-15.235816,N
839,-17.235816,N
840,-17.235816,N
841,-16.235816,N
842,-17.235816,N
843,-17.235816,N
844,-22.235816,N
845,-25.235816,N
846,-25.235816,N
847,-25.235816,N
848,-25.235816,N
849,-23.235816,N
850,-17.235816,N
851,-3.235816,N
852,4.764184,N
853,11.764184,N
854,26.764184,N
855,41.764184,N
856,66.764184,N
857,89.764184,N
858,105.764184,N
859,127.764184,N
860,142.764184,N
861,142.764184,N
862,140.764184,N
863,134.764184,N
864,123.764184,N
865,106.764184,N
866,87.764184,N
867,68.764184,N
868,53.764184,N
869,32.764184,N
870,6.764184,N
871,-7.235816,N
872,-16.235816,N
873,-17.235816,N
874,-18.235816,N
875,-20.235816,N
876,-20.235816,N
877,-21.235816,N
878,-21.235816,N
879,-24.235816,N
880,-25.235816,N
881,-25.235816,N
882,-25.235816,N
883,-24.235816,N
884,-17.235816,N
885,-2.235816,N
886,16.764184,N
887,36.764184,N
888,51.764184,N
889,57.764184,N
890,74.764184,N
891,87.764184,N
892,99.764184,N
893,110.764184,N
894,111.764184,N
895,113.764184,N
896,112.764184,N
897,111.764184,N
898,93.764184,N
899,65.764184,N
900,45.764184,N
901,28.764184,N
902,20.764184,N
903,14.764184,N
904,11.764184,N
905,5.764184,N
906,0.764184,N
907,-4.235816,N
908,-16.235816,N
909,-24.235816,N
910,-28.235816,N
911,-29.235816,N
912,-28.235816,N
913,-29.235816,N
914,-28.235816,N
915,-26.235816,N
916,-19.235816,N
917,-10.235816,N
918,-4.235816,N
919,10.764184,N
920,27.764184,N
921,50.764184,N
922,80.764184,N
923,99.764184,N
924,121.764184,N
925,138.764184,N
926,142.764184,N
927,142.764184,N
928,139.764184,N
929,130.764184,N
930,113.764184,N
931,96.764184,N
932,83.764184,N
933,71.764184,N
934,58.764184,N
935,46.764184,N
936,24.764184,N
937,0.764184,N
938,-10.235816,N
939,-17.235816,N
940,-17.235816,N
941,-18.235816,N
942,-18.235816,N
943,-18.235816,N
944,-19.235816,N
945,-20.235816,N
946,-25.235816,N
947,-29.235816,N
948,-31.235816,N
949,-32.235816,N
950,-33.235816,N
951,-31.235816,N
952,-29.235816,N
953,-23.235816,N
954,-13.235816,N
955,-10.235816,N
956,-3.235816,N
957,9.764184,N
958,27.764184,N
959,49.764184,N
960,76.764184,N
961,94.764184,N
962,112.764184,N
963,129.764184,N
964,131.764184,N
965,131.764184,N
966,131.764184,N
967,130.764184,N
968,125.764184,N
969,115.764184,N
970,98.764184,N
971,86.764184,N
972,63.764184,N
973,39.764184,N
974,25.764184,N
975,12.764184,N
976,7.764184,N
977,5.764184,N
978,4.764184,N
979,2.764184,N
980,1.764184,N
981,-9.235816,N
982,-19.235816,N
983,-23.235816,N
984,-26.235816,N
985,-25.235816,N
986,-25.235816,N
987,-25.235816,N
988,-25.235816,N
989,-25.235816,N
990,-25.235816,N
991,-25.235816,N
992,-25.235816,N
993,-25.235816,N
994,-24.235816,N
995,-18.235816,N
996,-4.235816,N
997,11.764184,N
998,27.764184,N
999,35.764184,N
1000,39.764184,N
1001,50.764184,N
1002,69.764184,N
1003,92.764184,N
1004,120.764184,N
1005,141.764184,N
1006,144.764184,N
1007,144.764184,N
1008,143.764184,N
1009,140.764184,N
1010,132.764184,N
1011,120.764184,N
1012,108.764184,N
1013,98.764184,N
1014,82.764184,N
1015,66.764184,N
1016,44.764184,N
1017,18.764184,N
1018,3.764184,N
1019,-7.235816,N
1020,-11.235816,N
1021,-12.235816,N
1022,-11.235816,N
1023,-12.235816,N
1024,-13.235816,N
1025,-16.235816,N
1026,-24.235816,N
1027,-25.235816,N
1028,-25.235816,N
1029,-26.235816,N
1030,-25.235816,N
1031,-22.235816,N
1032,-13.235816,N
1033,0.764184,N
1034,5.764184,N
1035,15.764184,N
1036,29.764184,N
1037,45.764184,N
1038,68.764184,N
1039,90.764184,N
1040,102.764184,N
1041,104.764184,N
1042,104.764184,N
1043,103.764184,N
1044,94.764184,N
1045,78.764184,N
1046,67.764184,N
1047,62.764184,N
1048,56.764184,N
1049,48.764184,N
1050,40.764184,N
1051,28.764184,N
1052,4.764184,N
1053,-8.235816,N
1054,-14.235816,N
1055,-17.235816,N
1056,-17.235816,N
1057,-17.235816,N
1058,-17.235816,N
1059,-17.235816,N
1060,-18.235816,N
1061,-22.235816,N
1062,-25.235816,N
1063,-27.235816,N
1064,-29.235816,N
1065,-29.235816,N
1066,-26.235816,N
1067,-24.235816,N
1068,-20.235816,N
1069,-15.235816,N
1070,-13.235816,N
1071,-7.235816,N
1072,2.764184,N
1073,19.764184,N
1074,38.764184,N
1075,57.764184,N
1076,74.764184,N
1077,87.764184,N
1078,92.764184,N
1079,92.764184,N
1080,89.764184,N
1081,84.764184,N
1082,79.764184,N
1083,72.764184,N
1084,66.764184,N
1085,62.764184,N
1086,56.764184,N
1087,36.764184,N
1088,20.764184,N
1089,12.764184,N
1090,5.764184,N
1091,2.764184,N
1092,2.764184,N
1093,0.764184,N
1094,-2.235816,N
1095,-6.235816,N
1096,-16.235816,N
1097,-24.235816,N
1098,-26.235816,N
1099,-26.235816,N
1100,-25.235816,N
1101,-25.235816,N
1102,-25.235816,N
1103,-26.235816,N
1104,-25.235816,N
1105,-27.235816,N
1106,-29.235816,N
1107,-29.235816,N
1108,-28.235816,N
1109,-28.235816,N
1110,-26.235816,N
1111,-22.235816,N
1112,-15.235816,N
1113,-3.235816,N
1114,2.764184,N
1115,3.764184,N
1116,9.764184,N
1117,18.764184,N
1118,31.764184,N
1119,42.764184,N
1120,45.764184,N
1121,46.764184,N
1122,45.764184,N
1123,44.764184,N
1124,40.764184,N
1125,33.764184,N
1126,26.764184,N
1127,23.764184,N
1128,21.764184,N
1129,22.764184,N
1130,20.764184,N
1131,18.764184,N
1132,11.764184,N
1133,-4.235816,N
1134,-11.235816,N
1135,-14.235816,N
1136,-16.235816,N
1137,-16.235816,N
1138,-15.235816,N
1139,-16.235816,N
1140,-17.235816,N
1141,-17.235816,N
1142,-23.235816,N
1143,-28.235816,N
1144,-29.235816,N
1145,-29.235816,N
1146,-29.235816,N
1147,-29.235816,N
1148,-29.235816,N
1149,-27.235816,N
1150,-25.235816,N
1151,-25.235816,N
1152,-25.235816,N
1153,-23.235816,N
1154,-11.235816,N
1155,4.764184,N
1156,23.764184,N
1157,37.764184,N
1158,53.764184,N
1159,64.764184,N
1160,66.764184,N
1161,73.764184,N
1162,83.764184,N
1163,92.764184,N
1164,100.764184,N
1165,105.764184,N
1166,105.764184,N
1167,104.764184,N
1168,104.764184,N
1169,101.764184,N
1170,93.764184,N
1171,83.764184,N
1172,74.764184,N
1173,68.764184,N
1174,63.764184,N
1175,61.764184,N
1176,50.764184,N
1177,26.764184,N
1178,10.764184,N
1179,-0.235816,N
1180,-6.235816,N
1181,-9.235816,N
1182,-10.235816,N
1183,-9.235816,N
1184,-9.235816,N
1185,-11.235816,N
1186,-14.235816,N
1187,-16.235816,N
1188,-15.235816,N
1189,-14.235816,N
1190,-13.235816,N
1191,-6.235816,N
1192,4.764184,N
1193,21.764184,N
1194,29.764184,N
1195,32.764184,N
1196,40.764184,N
1197,53.764184,N
1198,78.764184,N
1199,100.764184,N
1200,127.764184,N
1201,145.764184,N
1202,152.764184,N
1203,159.764184,N
1204,159.764184,N
1205,163.764184,N
1206,166.764184,N
1207,166.764184,N
1208,166.764184,N
1209,166.764184,N
1210,166.764184,N
1211,164.764184,N
1212,146.764184,N
1213,120.764184,N
1214,97.764184,N
1215,84.764184,N
1216,79.764184,N
1217,71.764184,N
1218,61.764184,N
1219,49.764184,N
1220,38.764184,N
1221,14.764184,N
1222,-5.235816,N
1223,-12.235816,N
1224,-16.235816,N
1225,-16.235816,N
1226,-17.235816,N
1227,-16.235816,N
1228,-17.235816,N
1229,-17.235816,N
1230,-18.235816,N
1231,-21.235816,N
1232,-21.235816,N
1233,-21.235816,N
1234,-21.235816,N
1235,-20.235816,N
1236,-14.235816,N
1237,-5.235816,N
1238,10.764184,N
1239,20.764184,N
1240,23.764184,N
1241,30.764184,N
1242,39.764184,N
1243,56.764184,N
1244,72.764184,N
1245,83.764184,N
1246,85.764184,N
1247,84.764184,N
1248,82.764184,N
1249,72.764184,N
1250,59.764184,N
1251,48.764184,N
1252,44.764184,N
1253,41.764184,N
1254,41.764184,N
1255,38.764184,N
1256,37.764184,N
1257,29.764184,N
1258,10.764184,N
1259,0.764184,N
1260,-5.235816,N
1261,-5.235816,N
1262,-6.235816,N
1263,-7.235816,N
1264,-7.235816,N
1265,-7.235816,N
1266,-8.235816,N
1267,-14.235816,N
1268,-19.235816,N
1269,-21.235816,N
1270,-21.235816,N
1271,-21.235816,N
1272,-21.235816,N
1273,-21.235816,N
1274,-21.235816,N
1275,-21.235816,N
1276,-21.235816,N
1277,-21.235816,N
1278,-21.235816,N
1279,-21.235816,N
1280,-19.235816,N
1281,-15.235816,N
1282,-6.235816,N
1283,5.764184,N
1284,18.764184,N
1285,23.764184,N
1286,24.764184,N
1287,25.764184,N
1288,25.764184,N
1289,25.764184,N
1290,25.764184,N
1291,25.764184,N
1292,25.764184,N
1293,25.764184,N
1294,25.764184,N
1295,23.764184,N
1296,21.764184,N
1297,18.764184,N
1298,17.764184,N
1299,17.764184,N
1300,17.764184,N
1301,17.764184,N
1302,17.764184,N
1303,16.764184,N
1304,9.764184,N
1305,-3.235816,N
1306,-11.235816,N
1307,-13.235816,N
1308,-13.235816,N
1309,-13.235816,N
1310,-13.235816,N
1311,-13.235816,N
1312,-13.235816,N
1313,-13.235816,N
1314,-12.235816,N
1315,-13.235816,N
1316,-11.235816,N
1317,-6.235816,N
1318,10.764184,N
1319,25.764184,N
1320,39.764184,N
1321,51.764184,N
1322,55.764184,N
1323,65.764184,N
1324,76.764184,N
1325,83.764184,N
1326,86.764184,N
1327,86.764184,N
1328,86.764184,N
1329,86.764184,N
1330,83.764184,N
1331,67.764184,N
1332,55.764184,N
1333,46.764184,N
1334,40.764184,N
1335,36.764184,N
1336,33.764184,N
1337,26.764184,N
1338,18.764184,N
1339,12.764184,N
1340,-4.235816,N
1341,-17.235816,N
1342,-20.235816,N
1343,-22.235816,N
1344,-22.235816,N
1345,-22.235816,N
1346,-21.235816,N
1347,-22.235816,N
1348,-17.235816,N
1349,-9.235816,N
1350,-5.235816,N
1351,7.764184,N
1352,21.764184,N
1353,38.764184,N
1354,65.764184,N
1355,86.764184,N
1356,101.764184,N
1357,117.764184,N
1358,134.764184,N
1359,138.764184,N
1360,136.764184,N
1361,128.764184,N
1362,107.764184,N
1363,90.764184,N
1364,79.764184,N
1365,70.764184,N
1366,62.764184,N
1367,53.764184,N
1368,42.764184,N
1369,19.764184,N
1370,1.764184,N
1371,-9.235816,N
1372,-13.235816,N
1373,-13.235816,N
1374,-13.235816,N
1375,-13.235816,N
1376,-13.235816,N
1377,-13.235816,N
1378,-15.235816,N
1379,-19.235816,N
1380,-21.235816,N
1381,-21.235816,N
1382,-21.235816,N
1383,-21.235816,N
1384,-19.235816,N
1385,-12.235816,N
1386,-1.235816,N
1387,15.764184,N
1388,28.764184,N
1389,32.764184,N
1390,40.764184,N
1391,51.764184,N
1392,66.764184,N
1393,81.764184,N
1394,87.764184,N
1395,88.764184,N
1396,88.764184,N
1397,88.764184,N
1398,75.764184,N
1399,54.764184,N
1400,42.764184,N
1401,32.764184,N
1402,29.764184,N
1403,27.764184,N
1404,24.764184,N
1405,21.764184,N
1406,18.764184,N
1407,17.764184,N
1408,2.764184,N
1409,-12.235816,N
1410,-16.235816,N
1411,-18.235816,N
1412,-17.235816,N
1413,-17.235816,N
1414,-18.235816,N
1415,-17.235816,N
1416,-17.235816,N
1417,-17.235816,N
1418,-20.235816,N
1419,-21.235816,N
1420,-21.235816,N
1421,-21.235816,N
1422,-20.235816,N
1423,-16.235816,N
