index,data,is_discord,cluster_belong
128,0.14,N,0
129,-0.07,N,0
130,-0.11,N,0
131,0.07,N,0
132,0.1,N,0
133,-0.12,N,0
134,-0.34,N,0
135,-0.34,N,0
136,-0.28,N,1
137,-0.33000001,N,1
138,-0.36000001,N,1
139,-0.25999999,N,1
140,-0.19,N,1
141,-0.28999999,N,1
142,-0.40000001,N,1
143,-0.28999999,N,1
144,-0.059999999,N,1
145,-0.079999998,N,1
146,-0.30000001,N,1
147,-0.38,N,1
148,-0.25999999,N,1
149,-0.2,N,8
150,-0.34,N,8
151,-0.38999999,N,8
152,-0.20999999,N,8
153,-0.029999999,N,8
154,-0.1,N,8
155,-0.19,N,3
156,-0.079999998,N,3
157,0.1,N,3
158,0.050000001,N,3
159,-0.039999999,N,3
160,0.090000004,N,3
161,0.40000001,N,3
162,0.51999998,N,3
163,0.41999999,N,3
164,0.34999999,N,3
165,0.43000001,N,3
166,0.41999999,N,3
167,0.27000001,N,3
168,0.22,N,4
169,0.36000001,N,4
170,0.51999998,N,4
171,0.5,N,4
172,0.47999999,N,4
173,0.64999998,N,4
174,0.81,N,4
175,0.75,N,4
176,0.56,N,4
177,0.58999997,N,4
178,0.87,N,4
179,1.03,N,4
180,0.97000003,N,4
181,0.89999998,N,5
182,1,N,5
183,1.05,N,5
184,0.97000003,N,5
185,0.95999998,N,5
186,1.1799999,N,5
187,1.41,N,5
188,1.38,N,5
189,1.24,N,5
190,1.29,N,5
191,1.51,N,5
192,1.5599999,N,5
193,1.45,N,5
194,1.42,N,6
195,1.62,N,6
196,1.75,N,6
197,1.63,N,6
198,1.51,N,6
199,1.62,N,6
200,1.75,N,6
201,1.72,N,6
202,1.66,N,6
203,1.75,N,6
204,1.84,N,6
205,1.73,N,6
206,1.58,N,6
207,1.58,N,6
208,1.76,N,6
209,1.77,N,6
210,1.59,N,6
211,1.5,N,6
212,1.64,N,6
213,1.73,N,6
214,1.59,N,6
215,1.4,N,6
216,1.42,N,6
217,1.48,N,7
218,1.4299999,N,7
219,1.37,N,7
220,1.4400001,N,7
221,1.52,N,7
222,1.45,N,7
223,1.29,N,7
224,1.29,N,7
225,1.4299999,N,7
226,1.4299999,N,7
227,1.26,N,7
228,1.1900001,N,7
229,1.29,N,0
230,1.3200001,N,0
231,1.14,N,0
232,1,N,0
233,1.09,N,0
234,1.1900001,N,0
235,1.05,N,0
236,0.86000001,N,0
237,0.94999999,N,0
238,1.23,N,0
239,1.29,N,0
240,1.05,N,0
241,0.92000002,N,0
242,1.01,N,1
243,1.08,N,1
244,0.91000003,N,1
245,0.70999998,N,1
246,0.69999999,N,1
247,0.74000001,N,1
248,0.62,N,1
249,0.46000001,N,1
250,0.44999999,N,1
251,0.54000002,N,1
252,0.44999999,N,1
253,0.2,N,1
254,0.039999999,N,1
255,0.07,N,8
256,-0.13,N,8
257,-0.44999999,N,8
258,-0.2,N,8
259,0.19,N,8
260,0.07,N,8
261,-0.34,N,8
262,-0.28999999,N,8
263,0.13,N,8
264,0.20999999,N,8
265,-0.050000001,N,8
266,-0.039999999,N,8
267,0.38999999,N,8
268,0.5,N,8
269,0.029999999,N,8
270,-0.31,N,8
271,-0.0099999998,N,8
272,0.37,N,8
273,0.22,N,8
274,-0.11,N,8
275,0.07,N,3
276,0.44999999,N,3
277,0.31,N,3
278,-0.23,N,3
279,-0.44,N,3
280,-0.19,N,3
281,-0.11,N,8
282,-0.30000001,N,8
283,-0.25999999,N,8
284,0.16,N,8
285,0.38,N,8
286,0.059999999,N,8
287,-0.23,N,9
288,0.02,N,9
289,0.37,N,9
290,0.2,N,9
291,-0.17,N,9
292,-0.1,N,9
293,0.27000001,N,9
294,0.25,N,3
295,-0.1,N,3
296,-0.14,N,3
297,0.23,N,3
298,0.28,N,3
299,-0.16,N,3
300,-0.38,N,10
301,-0.02,N,10
302,0.33000001,N,10
303,0.1,N,10
304,-0.22,N,10
305,-0.050000001,N,10
306,0.28,N,11
307,0.14,N,9
308,-0.23999999,N,9
309,-0.19,N,9
310,0.16,N,9
311,0.07,N,9
312,-0.41,N,9
313,-0.56,N,12
314,-0.19,N,12
315,-0.02,N,12
316,-0.34999999,N,12
317,-0.57999998,N,12
318,-0.25999999,N,12
319,0.029999999,N,0
320,-0.11,N,13
321,-0.33000001,N,13
322,-0.029999999,N,13
323,0.41,N,13
324,0.36000001,N,13
325,0.059999999,N,13
326,0.2,N,13
327,0.69,N,10
328,0.81999999,N,10
329,0.47999999,N,10
330,0.41,N,10
331,0.81999999,N,10
332,1.0599999,N,2
333,0.79000002,N,2
334,0.54000002,N,2
335,0.77999997,N,2
336,1.03,N,2
337,0.76999998,N,2
338,0.31,N,2
339,0.31,N,14
340,0.57999998,N,14
341,0.46000001,N,14
342,0.02,N,14
343,-0.07,N,14
344,0.28,N,14
345,0.38999999,N,4
346,0.1,N,9
347,-0.0099999998,N,9
348,0.30000001,N,9
349,0.47999999,N,9
350,0.2,N,9
351,0,N,9
352,0.30000001,N,11
353,0.61000001,N,11
354,0.34999999,N,11
355,-0.059999999,N,11
356,0.11,N,11
357,0.60000002,N,11
358,0.61000001,N,11
359,0.17,N,13
360,0.07,N,13
361,0.44999999,N,13
362,0.63999999,N,10
363,0.34999999,N,10
364,0.12,N,10
365,0.40000001,N,15
366,0.57999998,N,15
367,0.22,N,15
368,-0.20999999,N,15
369,-0.11,N,15
370,0.20999999,N,15
371,0.029999999,N,0
372,-0.43000001,N,1
373,-0.49000001,N,1
374,-0.14,N,1
375,-0.090000004,N,12
376,-0.43000001,N,12
377,-0.54000002,N,12
378,-0.17,N,12
379,0.0099999998,N,12
380,-0.28999999,N,12
381,-0.5,N,12
382,-0.20999999,N,12
383,0.039999999,N,1
384,-0.23,N,1
385,-0.57999998,N,8
386,-0.40000001,N,8
387,-0.0099999998,N,8
388,-0.14,N,13
389,-0.62,N,13
390,-0.66000003,N,13
391,-0.23,N,13
392,-0.07,N,13
393,-0.36000001,N,13
394,-0.49000001,N,13
395,-0.20999999,N,13
396,-0.12,N,8
397,-0.56999999,N,8
398,-0.97000003,N,8
399,-0.77999997,N,8
400,-0.47,N,1
401,-0.63999999,N,1
402,-1.0599999,N,1
403,-1.03,N,1
404,-0.74000001,N,1
405,-0.79000002,N,1
406,-1.16,N,1
407,-1.15,N,1
408,-0.64999998,N,1
409,-0.43000001,N,8
410,-0.79000002,N,8
411,-1.08,N,8
412,-0.88,N,8
413,-0.68000001,N,8
414,-0.91000003,N,8
415,-1.15,N,8
416,-0.86000001,N,8
417,-0.47,N,8
418,-0.62,N,8
419,-1.01,N,8
420,-0.94,N,8
421,-0.5,N,8
422,-0.40000001,N,3
423,-0.70999998,N,3
424,-0.70999998,N,3
425,-0.37,N,3
426,-0.33000001,N,3
427,-0.79000002,N,3
428,-1.08,N,3
429,-0.75999999,N,3
430,-0.31999999,N,3
431,-0.44999999,N,3
432,-0.79000002,N,3
433,-0.68000001,N,3
434,-0.34999999,N,4
435,-0.37,N,4
436,-0.63999999,N,4
437,-0.56999999,N,4
438,-0.18000001,N,4
439,-0.1,N,4
440,-0.41,N,4
441,-0.44,N,4
442,-0.0099999998,N,4
443,0.23999999,N,4
444,-0.02,N,4
445,-0.25999999,N,4
446,0,N,4
447,0.28,N,5
448,0.07,N,5
449,-0.28999999,N,5
450,-0.16,N,5
451,0.22,N,5
452,0.16,N,5
453,-0.23999999,N,5
454,-0.31,N,5
455,0.02,N,5
456,0.11,N,5
457,-0.23999999,N,5
458,-0.37,N,5
459,-0.0099999998,N,5
460,0.23,N,6
461,-0.039999999,N,6
462,-0.28,N,6
463,-0.039999999,N,6
464,0.23999999,N,6
465,-0.02,N,7
466,-0.43000001,N,7
467,-0.31999999,N,7
468,0.090000004,N,7
469,0.13,N,7
470,-0.25999999,N,7
471,-0.34999999,N,7
472,-0.050000001,N,7
473,0.07,N,7
474,-0.31,N,7
475,-0.57999998,N,7
476,-0.34,N,7
477,-0.029999999,N,0
478,-0.15000001,N,0
479,-0.40000001,N,0
480,-0.27000001,N,0
481,0,N,0
482,-0.13,N,0
483,-0.47999999,N,0
484,-0.41999999,N,0
485,-0.079999998,N,0
486,-0.039999999,N,0
487,-0.34,N,0
488,-0.33000001,N,0
489,0.059999999,N,0
490,0.20999999,N,2
491,-0.12,N,2
492,-0.31,N,2
493,0.059999999,N,2
494,0.37,N,2
495,0.059999999,N,2
496,-0.38999999,N,2
497,-0.28999999,N,2
498,0.18000001,N,2
499,0.23999999,N,2
500,-0.16,N,2
501,-0.28,N,2
502,-0.029999999,N,2
503,0.02,N,4
504,-0.31,N,4
505,-0.41999999,N,4
506,-0.090000004,N,4
507,0.07,N,4
508,-0.23999999,N,9
509,-0.51999998,N,9
510,-0.25,N,9
511,0.13,N,9
512,0.14,N,9
513,-0.30000001,N,9
514,-0.41999999,N,9
515,-0.11,N,9
516,0.029999999,N,11
517,-0.28,N,11
518,-0.44999999,N,11
519,-0.13,N,11
520,0.2,N,13
521,0.079999998,N,13
522,-0.2,N,10
523,-0.050000001,N,10
524,0.25,N,10
525,0.13,N,10
526,-0.18000001,N,10
527,-0.1,N,10
528,0.25999999,N,10
529,0.28999999,N,15
530,-0.1,N,15
531,-0.18000001,N,15
532,0.23999999,N,15
533,0.44999999,N,2
534,0.090000004,N,2
535,-0.20999999,N,14
536,0.039999999,N,14
537,0.38,N,14
538,0.25999999,N,14
539,-0.0099999998,N,14
540,0.14,N,14
541,0.41999999,N,14
542,0.25999999,N,14
543,-0.14,N,14
544,-0.1,N,14
545,0.34,N,14
546,0.46000001,N,4
547,0.1,N,5
548,-0.079999998,N,5
549,0.13,N,5
550,0.22,N,5
551,-0.1,N,5
552,-0.30000001,N,11
553,0.050000001,N,11
554,0.38999999,N,11
555,0.17,N,11
556,-0.25,N,11
557,-0.12,N,11
558,0.34,N,11
559,0.34,N,11
560,-0.11,N,7
561,-0.27000001,N,7
562,0.079999998,N,7
563,0.31,N,7
564,0.079999998,N,7
565,-0.15000001,N,0
566,-0.029999999,N,0
567,0.029999999,N,0
568,-0.34999999,N,0
569,-0.67000002,N,0
570,-0.40000001,N,0
571,0.039999999,N,0
572,-0.0099999998,N,0
573,-0.37,N,0
574,-0.34999999,N,0
575,0,N,0
576,0,N,0
577,-0.34999999,N,0
578,-0.37,N,1
579,0.1,N,1
580,0.40000001,N,1
581,0.18000001,N,1
582,0,N,1
583,0.34999999,N,2
584,0.74000001,N,2
585,0.63,N,2
586,0.41,N,2
587,0.66000003,N,2
588,1.0700001,N,2
589,0.95999998,N,2
590,0.54000002,N,2
591,0.51999998,N,3
592,0.85000002,N,3
593,0.85000002,N,3
594,0.44999999,N,3
595,0.33000001,N,3
596,0.72000003,N,4
597,0.91000003,N,4
598,0.5,N,4
599,0.039999999,N,4
600,0.14,N,4
601,0.38999999,N,4
602,0.23,N,4
603,-0.02,N,9
604,0.17,N,9
605,0.5,N,9
606,0.34999999,N,9
607,-0.07,N,9
608,-0.059999999,N,9
609,0.37,N,11
610,0.5,N,11
611,0.059999999,N,11
612,-0.23999999,N,11
613,0.050000001,N,11
614,0.34999999,N,11
615,0.15000001,N,11
616,-0.19,N,13
617,-0.079999998,N,13
618,0.23,N,13
619,0.12,N,13
620,-0.20999999,N,13
621,-0.15000001,N,0
622,0.18000001,N,0
623,0.12,N,0
624,-0.34,N,0
625,-0.46000001,N,0
626,-0.059999999,N,0
627,0.19,N,0
628,-0.079999998,N,0
629,-0.28999999,N,1
630,-0.039999999,N,1
631,0.15000001,N,1
632,-0.2,N,1
633,-0.63,N,1
634,-0.47999999,N,1
635,-0.1,N,1
636,-0.20999999,N,1
637,-0.63999999,N,1
638,-0.67000002,N,1
639,-0.25999999,N,1
640,-0.13,N,1
641,-0.46000001,N,1
642,-0.61000001,N,8
643,-0.34999999,N,8
644,-0.23,N,8
645,-0.57999998,N,8
646,-0.82999998,N,8
647,-0.57999998,N,8
648,-0.25,N,8
649,-0.41,N,8
650,-0.74000001,N,8
651,-0.61000001,N,8
652,-0.30000001,N,8
653,-0.41999999,N,8
654,-0.85000002,N,8
655,-0.83999997,N,8
656,-0.41,N,8
657,-0.31,N,8
658,-0.68000001,N,8
659,-0.87,N,8
660,-0.55000001,N,8
661,-0.38999999,N,8
662,-0.75,N,8
663,-1.0700001,N,8
664,-0.76999998,N,8
665,-0.37,N,8
666,-0.47,N,8
667,-0.82999998,N,8
668,-0.70999998,N,8
669,-0.37,N,8
670,-0.44,N,8
671,-0.86000001,N,8
672,-0.87,N,8
673,-0.44999999,N,8
674,-0.34,N,8
675,-0.76999998,N,8
676,-1.02,N,8
677,-0.63999999,N,3
678,-0.25,N,3
679,-0.44,N,3
680,-0.75,N,3
681,-0.63,N,3
682,-0.34999999,N,3
683,-0.54000002,N,3
684,-0.88,N,3
685,-0.69,N,3
686,-0.16,N,3
687,-0.11,N,3
688,-0.60000002,N,3
689,-0.75,N,3
690,-0.33000001,N,4
691,-0.079999998,N,4
692,-0.41999999,N,4
693,-0.66000003,N,4
694,-0.27000001,N,4
695,0.20999999,N,4
696,0.07,N,4
697,-0.30000001,N,4
698,-0.22,N,4
699,0.16,N,4
700,0.14,N,4
701,-0.19,N,4
702,-0.16,N,4
703,0.23999999,N,5
704,0.28999999,N,5
705,-0.11,N,5
706,-0.22,N,5
707,0.22,N,5
708,0.47999999,N,5
709,0.13,N,5
710,-0.25999999,N,5
711,-0.079999998,N,5
712,0.19,N,5
713,-0.029999999,N,5
714,-0.38999999,N,5
715,-0.22,N,6
716,0.25,N,6
717,0.27000001,N,6
718,-0.14,N,6
719,-0.20999999,N,6
720,0.16,N,7
721,0.28999999,N,7
722,-0.050000001,N,7
723,-0.20999999,N,7
724,0.16,N,7
725,0.46000001,N,7
726,0.17,N,6
727,-0.17,N,6
728,0.0099999998,N,6
729,0.28999999,N,6
730,0.07,N,6
731,-0.40000001,N,6
732,-0.34999999,N,6
733,0.050000001,N,15
734,0.1,N,15
735,-0.25,N,15
736,-0.27000001,N,0
737,0.17,N,0
738,0.36000001,N,0
739,-0.0099999998,N,7
740,-0.33000001,N,7
741,-0.12,N,7
742,0.14,N,7
743,-0.029999999,N,7
744,-0.23999999,N,7
745,0.11,N,7
746,0.58999997,N,12
747,0.38999999,N,14
748,-0.23999999,N,14
749,-0.41,N,2
750,-0.0099999998,N,2
751,0.18000001,N,2
752,-0.13,N,15
753,-0.25,N,15
754,0.13,N,15
755,0.40000001,N,15
756,0.090000004,N,15
757,-0.25,N,15
758,-0.07,N,15
759,0.19,N,11
760,-0.039999999,N,11
761,-0.46000001,N,11
762,-0.34999999,N,9
763,0.079999998,N,9
764,0.11,N,9
765,-0.27000001,N,12
766,-0.30000001,N,12
767,0.090000004,N,12
768,-0.15000001,N,12
769,-0.31,N,12
770,-0.22,N,12
771,0.02,N,12
772,0.07,N,0
773,-0.1,N,0
774,-0.15000001,N,0
775,-0.02,N,13
776,0.02,N,13
777,-0.11,N,13
778,-0.13,N,13
779,0.07,N,13
780,0.16,N,10
781,0.0099999998,N,10
782,-0.090000004,N,10
783,0.11,N,10
784,0.36000001,N,10
785,0.31,N,2
786,0.07,N,2
787,-0.0099999998,N,2
788,0.079999998,N,2
789,0.039999999,N,2
790,-0.13,N,2
791,-0.17,N,2
792,-0.0099999998,N,2
793,0.029999999,N,14
794,-0.15000001,N,14
795,-0.23999999,N,14
796,-0.0099999998,N,14
797,0.20999999,N,9
798,0.12,N,9
799,-0.14,N,9
800,-0.17,N,9
801,-0.050000001,N,9
802,-0.050000001,N,9
803,-0.11,N,9
804,0.02,N,9
805,0.25,N,9
806,0.25,N,11
807,-0.0099999998,N,11
808,-0.050000001,N,5
809,0.25,N,5
810,0.44999999,N,10
811,0.34,N,10
812,0.14,N,10
813,0.19,N,10
814,0.31999999,N,10
815,0.25999999,N,10
816,0.19,N,10
817,0.34999999,N,10
818,0.58999997,N,10
819,0.56999999,N,15
820,0.31999999,N,15
821,0.25999999,N,6
822,0.34999999,N,14
823,0.30000001,N,14
824,0.039999999,N,14
825,-0.07,N,14
826,0.1,N,14
827,0.22,N,14
828,0.0099999998,N,14
829,-0.20999999,N,14
830,-0.12,N,12
831,0.07,N,12
832,0.029999999,N,12
833,-0.090000004,N,12
834,0,N,7
835,0.23,N,11
836,0.23999999,N,11
837,0.079999998,N,11
838,0.14,N,11
839,0.47999999,N,11
840,0.69999999,N,11
841,0.61000001,N,11
842,0.57999998,N,10
843,0.79000002,N,10
844,0.95999998,N,10
845,0.83999997,N,10
846,0.66000003,N,10
847,0.75,N,15
848,0.89999998,N,15
849,0.68000001,N,15
850,0.25999999,N,15
851,0.11,N,15
852,0.31999999,N,15
853,0.46000001,N,15
854,0.37,N,15
855,0.28999999,N,14
856,0.43000001,N,14
857,0.49000001,N,14
858,0.34,N,14
859,0.18000001,N,12
860,0.25999999,N,12
861,0.41,N,12
862,0.33000001,N,12
863,0.20999999,N,12
864,0.28,N,12
865,0.47999999,N,12
866,0.47,N,12
867,0.28999999,N,12
868,0.31999999,N,11
869,0.54000002,N,11
870,0.52999997,N,11
871,0.28,N,13
872,0.14,N,13
873,0.31999999,N,13
874,0.47,N,10
875,0.31999999,N,10
876,0.14,N,10
877,0.27000001,N,10
878,0.43000001,N,13
879,0.28999999,N,13
880,0.07,N,13
881,0.14,N,0
882,0.31999999,N,0
883,0.22,N,0
884,-0.12,N,1
885,-0.16,N,1
886,0.18000001,N,1
887,0.34999999,N,12
888,0.11,N,12
889,-0.15000001,N,12
890,-0.059999999,N,12
891,0.16,N,1
892,0.20999999,N,1
893,0.13,N,1
894,0.12,N,1
895,0.13,N,1
896,-0.029999999,N,1
897,-0.20999999,N,8
898,-0.15000001,N,8
899,0.059999999,N,8
900,0.0099999998,N,13
901,-0.23,N,13
902,-0.31,N,13
903,-0.14,N,13
904,-0.059999999,N,8
905,-0.25,N,8
906,-0.34999999,N,8
907,-0.14,N,8
908,0.079999998,N,8
909,-0.039999999,N,8
910,-0.28,N,8
911,-0.28,N,8
912,-0.11,N,1
913,-0.13,N,1
914,-0.33000001,N,1
915,-0.36000001,N,1
916,-0.19,N,1
917,-0.12,N,8
918,-0.27000001,N,8
919,-0.30000001,N,8
920,-0.12,N,8
921,-0.07,N,8
922,-0.30000001,N,8
923,-0.51999998,N,8
924,-0.33000001,N,8
925,-0.0099999998,N,8
926,0.0099999998,N,8
927,-0.16,N,8
928,-0.14,N,8
929,0.0099999998,N,3
930,-0.059999999,N,3
931,-0.33000001,N,3
932,-0.43000001,N,3
933,-0.2,N,8
934,-0.039999999,N,3
935,-0.15000001,N,3
936,-0.28,N,3
937,-0.18000001,N,3
938,-0.07,N,3
939,-0.2,N,3
940,-0.34999999,N,3
941,-0.23999999,N,8
942,0,N,9
943,-0.050000001,N,9
944,-0.27000001,N,9
945,-0.27000001,N,3
946,-0.059999999,N,4
947,0,N,4
948,-0.14,N,4
949,-0.17,N,4
950,0,N,4
951,0.059999999,N,4
952,-0.1,N,4
953,-0.19,N,4
954,0.02,N,3
955,0.22,N,10
956,0.1,N,10
957,-0.11,N,10
958,-0.039999999,N,4
959,0.19,N,5
960,0.17,N,5
961,-0.0099999998,N,5
962,0.0099999998,N,5
963,0.23999999,N,5
964,0.28999999,N,5
965,0.059999999,N,5
966,-0.090000004,N,5
967,0.050000001,N,14
968,0.15000001,N,14
969,0.029999999,N,14
970,-0.07,N,6
971,0.1,N,5
972,0.27000001,N,6
973,0.13,N,6
974,-0.16,N,6
975,-0.15000001,N,6
976,0.13,N,6
977,0.2,N,7
978,-0.050000001,N,7
979,-0.19,N,7
980,-0.039999999,N,11
981,0.079999998,N,11
982,-0.039999999,N,11
983,-0.17,N,7
984,-0.059999999,N,7
985,0.090000004,N,7
986,-0.02,N,7
987,-0.18000001,N,7
988,-0.079999998,N,7
989,0.07,N,7
990,-0.050000001,N,0
991,-0.31999999,N,0
992,-0.28999999,N,0
993,0.02,N,0
994,0.19,N,0
995,0.02,N,0
996,-0.11,N,0
997,-0.0099999998,N,0
998,0.11,N,0
999,0.039999999,N,0
1000,-0.0099999998,N,0
1001,0.17,N,15
1002,0.30000001,N,2
1003,0.17,N,2
1004,-0.029999999,N,2
1005,0.059999999,N,2
1006,0.25999999,N,2
1007,0.22,N,2
1008,-0.039999999,N,2
1009,-0.1,N,2
1010,0.07,N,2
1011,0.12,N,2
1012,-0.07,N,2
1013,-0.18000001,N,2
1014,-0.0099999998,N,14
1015,0.090000004,N,4
1016,-0.12,N,9
1017,-0.31,N,9
1018,-0.15000001,N,9
1019,0.079999998,N,9
1020,0,N,9
1021,-0.17,N,9
1022,-0.090000004,N,9
1023,0.19,N,9
1024,0.0099999998,N,9
1025,-0.41999999,N,9
1026,-0.41999999,N,11
1027,0.059999999,N,11
1028,0.20999999,N,11
1029,-0.17,N,13
1030,-0.34999999,N,13
1031,0,N,13
1032,0.27000001,N,13
1033,-0.029999999,N,13
1034,-0.31,N,13
1035,-0.0099999998,N,13
1036,0.38,N,13
1037,0.2,N,10
1038,-0.22,N,10
1039,-0.090000004,N,15
1040,0.36000001,N,15
1041,0.31999999,N,15
1042,-0.16,N,2
1043,-0.2,N,2
1044,0.28999999,N,2
1045,0.47,N,2
1046,-0.0099999998,N,2
1047,-0.37,N,2
1048,-0.090000004,N,2
1049,0.22,N,2
1050,-0.0099999998,N,14
1051,-0.31999999,N,14
1052,-0.050000001,N,14
1053,0.36000001,N,14
1054,0.16,N,12
1055,-0.34999999,N,9
1056,-0.28999999,N,9
1057,0.18000001,N,9
1058,0.25,N,9
1059,-0.22,N,9
1060,-0.37,N,9
1061,0.050000001,N,9
1062,0.28,N,11
1063,-0.02,N,11
1064,-0.25,N,11
1065,0.039999999,N,11
1066,0.28,N,11
1067,-0.090000004,N,13
1068,-0.51999998,N,13
1069,-0.28999999,N,13
1070,0.16,N,13
1071,0.050000001,N,13
1072,-0.44,N,13
1073,-0.47,N,13
1074,-0.039999999,N,13
1075,-0.0099999998,N,0
1076,-0.51999998,N,0
1077,-0.70999998,N,0
1078,-0.31,N,0
1079,-0.090000004,N,0
1080,-0.47,N,1
1081,-0.72000003,N,1
1082,-0.28999999,N,1
1083,0.15000001,N,1
1084,-0.1,N,1
1085,-0.62,N,1
1086,-0.5,N,1
1087,0.050000001,N,1
1088,0.12,N,1
1089,-0.30000001,N,1
1090,-0.34,N,1
1091,0.13,N,2
1092,0.25999999,N,2
1093,-0.2,N,3
1094,-0.40000001,N,3
1095,0.090000004,N,3
1096,0.5,N,3
1097,0.23999999,N,3
1098,-0.07,N,3
1099,0.23,N,3
1100,0.66000003,N,3
1101,0.5,N,3
1102,0.059999999,N,3
1103,0.13,N,3
1104,0.56999999,N,4
1105,0.46000001,N,4
1106,-0.14,N,4
1107,-0.33000001,N,4
1108,0.17,N,4
1109,0.44,N,4
1110,0.079999998,N,4
1111,-0.2,N,4
1112,0.13,N,4
1113,0.41999999,N,4
1114,0.079999998,N,4
1115,-0.40000001,N,9
1116,-0.25999999,N,9
1117,0.19,N,11
1118,0.17,N,11
1119,-0.18000001,N,11
1120,-0.090000004,N,11
1121,0.38,N,11
1122,0.43000001,N,11
1123,-0.0099999998,N,11
1124,-0.11,N,11
1125,0.36000001,N,11
1126,0.62,N,11
1127,0.2,N,11
1128,-0.17,N,10
1129,0.15000001,N,10
1130,0.63,N,15
1131,0.46000001,N,15
1132,0.02,N,15
1133,0.11,N,15
1134,0.50999999,N,15
1135,0.38999999,N,15
1136,-0.12,N,15
1137,-0.18000001,N,15
1138,0.30000001,N,15
1139,0.40000001,N,15
1140,-0.07,N,15
1141,-0.30000001,N,14
1142,0.079999998,N,14
1143,0.28,N,12
1144,-0.20999999,N,12
1145,-0.66000003,N,12
1146,-0.38,N,12
1147,0.11,N,12
1148,-0.029999999,N,12
1149,-0.49000001,N,12
1150,-0.41,N,12
1151,0,N,12
1152,-0.090000004,N,12
1153,-0.64999998,N,9
1154,-0.75999999,N,11
1155,-0.25999999,N,13
1156,-0.02,N,13
1157,-0.44,N,13
1158,-0.69999999,N,13
1159,-0.31999999,N,13
1160,-0.0099999998,N,13
1161,-0.33000001,N,13
1162,-0.75,N,13
1163,-0.51999998,N,13
1164,-0.14,N,13
1165,-0.37,N,13
1166,-0.91000003,N,0
1167,-0.85000002,N,0
1168,-0.31,N,1
1169,-0.20999999,N,1
1170,-0.63999999,N,1
1171,-0.76999998,N,1
1172,-0.31,N,1
1173,-0.079999998,N,1
1174,-0.51999998,N,1
1175,-0.88999999,N,1
1176,-0.57999998,N,1
1177,-0.20999999,N,1
1178,-0.51999998,N,1
1179,-0.99000001,N,1
1180,-0.81,N,1
1181,-0.31,N,8
1182,-0.40000001,N,8
1183,-0.94999999,N,8
1184,-0.98000002,N,8
1185,-0.5,N,8
1186,-0.44999999,N,8
1187,-0.94999999,N,8
